Alloy,No,S_Phase,Phase,a (�),delta,Tm (K),D_Tm (K),Hmix (kJ/mol),?Hmix (kJ/mol),Sid (kJ/mol),Elec_nega,D_elec_nega,VEC,d_VEC,BulkModulus (GPa),D_Bulk (GPa),Ag,Al,As,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Cl,Co,Cr,Cs,Cu,Dy,Er,Eu,F,Fe,Ga,Gd,Ge,H,Hf,Hg,Ho,I,In,Ir,K,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ne,Ni,Ns,O,Os,P,Pb,Pd,Pr,Pt,Rb,Re,Rh,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Te,Ti,Tl,Tm,V,W,Y,Yb,Zn,Zr
CoCrFeNiAl1.17,5,SS,BCC+BCC,1.288673114,0.060206608,1659.411973,423.4579137,-13.10042688,5.664080751,1.607341859,1.772475822,0.122292978,7.061895551,2.553118222,150.6615087,41.03274543,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CoCrFeNiAl2,5,SS,BCC+BCC,1.3085,0.066780149,1558.99,466.1835406,-15.44444444,5.889907902,1.560710409,1.75,0.126622799,6.5,2.753785274,140.3333333,45.99154512,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CoCrFeNiNb0.65,5,SS+IM,FCC+Laves,1.272225806,0.049750744,1994.516129,347.4683126,-12.15400624,6.571834858,1.597084186,1.789247312,0.117740708,7.795698925,1.775333619,172.1505376,7.73894805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CoCrFeNiPd,5,SS,FCC,1.2724,0.040404358,1863.01,162.274152,-5.6,3.06333152,1.609437912,1.896,0.174882818,8.6,1.496662955,174,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CoCrFeNiPd2,5,SS,FCC,1.2895,0.046945174,1857.183333,148.7072086,-6.111111111,3.356657084,1.560710409,1.946666667,0.195760625,8.833333333,1.462494065,175,7.637626158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CoCrFeNiTa,5,IM,IM,1.2834,0.05717421,2155.4,589.7937267,-14.4,7.052942648,1.609437912,1.756,0.154479772,7.6,1.854723699,178,13.26649916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Co0.5CrFeNiTi0.5,5,SS+IM,FCC+σ,1.273125,0.056136899,1893.375,176.9759429,-12.25,6.970431412,1.559581156,1.7775,0.129975959,7.625,1.996089928,163.75,21.75861898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
Co1.5CrFeNi1.5Ti,5,SS+IM,FCC+IM,1.282916667,0.062479954,1862.666667,158.1936226,-15.61111111,8.405685141,1.589026915,1.785833333,0.138230383,7.75,2.126225137,163.3333333,24.94438258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Co1.5CrFeNi1.5Ti0.5,5,SS,FCC,1.266636364,0.04885036,1855.545455,163.3759544,-10.74380165,6.783977722,1.546598686,1.808181818,0.121865662,8.090909091,1.880741897,168.1818182,19.91718391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
CoCrFeNiTi,5,SS,FCC,1.2898,0.066805618,1885.6,163.6906839,-16.32,8.371723837,1.609437912,1.764,0.141506184,7.4,2.154065923,160,26.07680962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CoCrFeNiTi0.3,5,SS+IM,FCC+HCP+L12,1.261767442,0.043554897,1876.581395,174.8587779,-8.891292591,5.7598992,1.542613125,1.800465116,0.117413075,7.953488372,1.79084868,168.1395349,17.81765703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0
CoCrFeNiTi0.5,5,IM,IM,1.270666667,0.05331036,1879.444444,171.4436163,-11.55555556,6.887981709,1.58109375,1.788888889,0.126705647,7.777777778,1.930905244,165.5555556,21.14033066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
CoCrFeNiV,5,IM,IM,1.2606,0.022135587,1934,203.7832182,-8.96,4.21091914,1.609437912,1.782,0.115134704,7.6,1.854723699,170,8.94427191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CoCrFeNiW,5,IM,IM,1.2708,0.037942901,2236.4,746.9309473,-2.88,1.565426459,1.609437912,1.928,0.232671442,7.8,1.6,200,55.4977477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CoCrFeNiY,5,IM,IM,1.3578,0.163592245,1857.2,163.9334011,-9.28,7.543749731,1.609437912,1.7,0.25510782,7.2,2.481934729,146.2,53.12024096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CoCrFeNiZr,5,IM,IM,1.318,0.108148573,1923,191.1376467,-22.72,12.05239229,1.609437912,1.722,0.214233517,7.4,2.154065923,138,69.39740629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CoCrNiTiV,5,IM,IM,1.3048,0.063479842,1960,194.5137527,-18.72,8.425921908,1.609437912,1.724,0.145409766,6.8,2.315167381,158,25.61249695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
CoCuFeMnNi,5,SS,FCC,1.2732,0.031789341,1636.754,171.8203075,1.76,3.595864291,1.609437912,1.814,0.134848063,9,1.414213562,158,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CoCuFeNiSn0.02,5,SS,FCC,1.255820896,0.023441496,1660.415821,197.6906989,5.019677731,3.331110787,1.410744704,1.88039801,0.031256296,9.472636816,1.180478658,166.9552239,18.07675688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
CoCuFeNiSn0.04,5,SS+IM,FCC+IM,1.257623762,0.030956181,1654.696337,213.2213677,5.038721694,3.345178269,1.42811475,1.880792079,0.031675432,9.445544554,1.238613466,166.4158416,19.58645083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
CoCuFeNiSn0.05,5,SS+IM,FCC+IM,1.258518519,0.034040677,1651.857778,220.4683484,5.048010974,3.35205822,1.43570123,1.880987654,0.031879594,9.432098765,1.266259892,166.1481481,20.28872527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
CoCuFeNiSn0.07,5,SS+IM,FCC+IM,1.26029484,0.039396717,1646.222506,234.0899167,5.066133813,3.365516687,1.449379659,1.881375921,0.032277569,9.405405405,1.319023639,165.6167076,21.60558932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
CoCuFeNiSn0.1,5,SS+IM,FCC+IM,1.262926829,0.046082093,1637.872683,252.6969452,5.09220702,3.38496872,1.467147586,1.88195122,0.032849955,9.365853659,1.392595358,164.8292683,23.39887681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
CoCuFeNiSn0.2,5,SS+IM,FCC+IM,1.271428571,0.062278349,1610.901429,303.5799108,5.170068027,3.443800512,1.511724426,1.883809524,0.034568936,9.238095238,1.600736792,162.2857143,28.27946059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
CoCuFeNiSn0.5,5,SS+IM,FCC+IM,1.294666667,0.089451743,1537.18,402.6221527,5.333333333,3.573258399,1.58109375,1.888888889,0.038425814,8.888888889,2.024540795,155.3333333,37.72414494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
CoCuFeNiTi,5,SS,FCC,1.2956,0.064971775,1721.154,195.291533,-11.04,9.592280229,1.609437912,1.812,0.13876599,8.4,2.416609195,156,27.27636339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CoCuFeNiV,5,SS,FCC,1.2664,0.022034208,1769.554,262.2786985,-2.24,5.683154054,1.609437912,1.83,0.10373042,8.6,2.059126028,166,14.96662955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CoCuHfTiZr,5,SS,AM,1.4344,0.102415552,1940.154,380.598648,-23.52,11.38775483,1.609437912,1.59,0.258611678,6.4,3.006659276,108,59.79966555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CoFeMnMoNi,5,SS+IM,FCC+D85,1.3076,0.062606888,1944.4,486.2610821,-4,2.505992817,1.609437912,1.866,0.194792197,8,1.414213562,176,34.98571137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CoFeMo0.2NiV,5,SS+IM,FCC+IM,1.272380952,0.039015068,1921.238095,280.953632,-10.15873016,4.648265514,1.511724426,1.829047619,0.129721488,7.904761905,1.87476378,175.2380952,14.6771762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CoFeMo0.4NiV,5,SS+IM,FCC+IM,1.280454545,0.047640338,1965.545455,341.4278477,-9.834710744,4.568233866,1.564903698,1.844090909,0.144274331,7.818181818,1.874138921,177.7272727,18.32331306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CoFeMo0.6NiV,5,SS+IM,FCC+IM,1.287826087,0.053543987,2006,384.069174,-9.527410208,4.470645865,1.592685733,1.857826087,0.155114446,7.739130435,1.87007071,180,20.85144141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CoFeMo0.8NiV,5,SS+IM,FCC+IM,1.294583333,0.057840464,2043.083333,415.9229613,-9.236111111,4.362535138,1.60580651,1.870416667,0.163413564,7.666666667,1.863389981,182.0833333,22.72648357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CoFeMoNi1.2V,5,SS+IM,FCC+IM,1.298692308,0.060525165,2063.769231,437.0981502,-9.082840237,4.313035303,1.60658442,1.883076923,0.166658777,7.692307692,1.876355526,183.8461538,23.70928463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CoFeMoNi1.4V,5,SS+IM,FCC+IM,1.296740741,0.059976103,2051.333333,433.5892407,-9.163237311,4.353169794,1.599165411,1.884074074,0.163622403,7.777777778,1.892154041,183.7037037,23.27741683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CoFeMoNi1.6V,5,SS+IM,FCC+IM,1.294928571,0.059424376,2039.785714,429.983418,-9.209183673,4.374184583,1.588479847,1.885,0.160746029,7.857142857,1.903273228,183.5714286,22.86830085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CoFeMoNi1.8V,5,SS+IM,FCC+IM,1.293241379,0.058873153,2029.034483,426.3177933,-9.227110583,4.380107033,1.575441366,1.885862069,0.158016089,7.931034483,1.910606231,183.4482759,22.48000829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CoFeMoNi2V,5,SS+IM,FCC+IM,1.291666667,0.058324864,2019,422.6211858,-9.222222222,4.374174427,1.560710409,1.886666667,0.155420576,8,1.914854216,183.3333333,22.11083194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CoFeMoNiV,5,SS+IM,FCC+IM,1.3008,0.061067432,2077.2,440.4622118,-8.96,4.248745697,1.609437912,1.882,0.169870539,7.6,1.854723699,184,24.16609195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CoFeNb0.75Ni2V0.5,5,IM,IM,1.278809524,0.050580504,1940.761905,353.9463108,-15.90929705,7.629715384,1.501283464,1.818095238,0.11890849,8.238095238,1.94947519,174.7619048,6.632565846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
Co25Fe25Ni10Ti30V10,5,IM,IM,1.3178,0.073353072,1868.15,129.5894575,-21.21,8.603108058,1.51485604,1.7435,0.151699539,6.95,2.290742238,154.5,29.74474744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,10,0,0,0,0,0
Co28.75Fe31.25Ni7.5Ti30V2.5,5,IM,IM,1.312425,0.075128332,1840.7125,93.24714389,-20.548125,8.154939882,1.369546564,1.758375,0.149327189,7.1625,2.216098768,155.375,30.08088056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.75,0,0,0,0,0,0,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,2.5,0,0,0,0,0
CoFeNi1.4VMo,5,SS+IM,FCC+IM,1.296740741,0.059976103,2051.333333,433.5892407,-9.163237311,4.353169794,1.599165411,1.884074074,0.163622403,7.777777778,1.892154041,183.7037037,23.27741683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CoFeNiVMo0.6,5,SS+IM,FCC+IM,1.287826087,0.053543987,2006,384.069174,-9.527410208,4.470645865,1.592685733,1.857826087,0.155114446,7.739130435,1.87007071,180,20.85144141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Co2Mo0.5Ni2VW0.5,5,SS+IM,FCC+Co7Mo6,1.286416667,0.048418407,2078.416667,590.2161268,-8.944444444,4.547543108,1.445185879,1.911666667,0.188274327,8.166666667,1.950783318,191.6666667,39.33474574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0
Co2Mo0.8Ni2VW0.8,5,SS+IM,FCC+Co7Mo6,1.297515152,0.054032992,2189.060606,673.510475,-8.301193756,4.34138777,1.521075855,1.943333333,0.207753739,7.96969697,1.961521495,198.7878788,45.37771284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0,0,0,0
Cr0.5CuFeMn0.5Ni,5,SS,2FCC,1.266125,0.027477713,1686.5675,255.4824577,3.875,4.335339204,1.559581156,1.81125,0.126039428,8.875,1.763341997,157.5,20.46338193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cr0.5CuFeMnNi0.5,5,SS,BCC+2FCC,1.279125,0.033808081,1660.4425,260.5456724,4.6875,4.148025521,1.559581156,1.76625,0.145510953,8.5,1.802775638,150,21.79449472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cr2CuFe2MnNi,5,SS,BCC+2FCC,1.264857143,0.029000708,1798.11,285.0386861,2.612244898,4.046840469,1.549826046,1.762857143,0.12869835,8,1.772810521,157.1428571,19.05952009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CrCu0.5FeMnNi,5,SS,2FCC,1.272222222,0.033691874,1759.307778,266.2489771,0.098765432,3.813421855,1.58109375,1.755555556,0.142369715,8.111111111,1.728483243,155.5555556,22.16659705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CrCuFe0.5Mn0.5Ni,5,SS,BCC+2FCC,1.267125,0.02696102,1732.6925,302.7256079,3.25,4.46875,1.559581156,1.79,0.135092561,8.625,1.996089928,156.25,19.96089928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CrCuFe0.5MnNi0.5,5,SS,BCC+FCC,1.280125,0.033150304,1706.5675,310.9108975,4.5,4.176290968,1.559581156,1.745,0.147054412,8.25,1.984313483,148.75,20.87911636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
